Type,M,N,Cond,Norm1/Norm0,Norm2/Norm0,Norm3/Norm0,Norm4/Norm0,Norm5/Norm0,Norm6/Norm0,Norm7/Norm0,Norm8/Norm0,Norm9/Norm0,Norm10/Norm0,Norm11/Norm0,Norm12/Norm0,Norm13/Norm0,Norm14/Norm0,Norm15/Norm0,Norm16/Norm0,Norm17/Norm0,Norm18/Norm0,Norm19/Norm0,Norm20/Norm0,Iter1
1,16384,8192,1000,0.339753,0.172458,0.0951286,0.0530032,0.0303719,0.0173202,0.00997129,0.00569955,0.00329371,0.00190697,0.00110667,0.000636197,0.000364212,0.000213409,0.000123351,7.16E-05,4.10E-05,2.38E-05,1.39E-05,8.08E-06,3
2,16384,8192,1000,0.0193949,0.00406088,0.054573,6.14167,1.60755,0.019053,0.00136347,0.00980154,0.709902,0.0006835,0.00105689,0.000403706,0.0610574,1.46746,0.0224251,0.000460397,0.000235556,0.0108542,0.792274,0.00999645,-1
3,16384,8192,1000,0.604772,0.452235,0.384737,0.331913,0.297881,0.274731,0.252395,0.229714,0.218932,0.205959,0.196092,0.186907,0.176097,0.169146,0.16475,0.160132,0.15125,0.146201,0.14201,0.136877,6
4,16384,8192,1000,0.481583,0.308324,0.215402,0.157623,0.118844,0.0916943,0.0719788,0.0562703,0.0435202,0.0340642,0.0262885,0.0209884,0.016538,0.0129755,0.010046,0.00790713,0.00608237,0.00478076,0.00376219,0.00292907,3
1,16384,16384,1000,1.41E-06,8.47E-07,1.42E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2,16384,16384,1000,0.00709694,4.01E-08,9.83E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3,16384,16384,1000,0.572597,0.436756,0.376121,0.331242,0.300871,0.277209,0.256425,0.245963,0.234146,0.219542,0.21418,0.202041,0.189417,0.182089,0.174425,0.169547,0.165,0.161295,0.157271,0.156139,-1
4,16384,16384,1000,0.434815,0.27395,0.201624,0.159897,0.133504,0.11352,0.0991412,0.0888253,0.0789162,0.0712766,0.0644536,0.0590494,0.0548183,0.0515162,0.0485839,0.0453964,0.042967,0.0407312,0.0383775,0.0367049,9
1,256,128,10000,0.319615,0.171501,0.0844752,0.0462986,0.0278037,0.0168936,0.00883935,0.00556097,0.00340383,0.00190759,0.000971007,0.000483601,0.000316567,0.000158395,9.21E-05,5.08E-05,2.84E-05,1.55E-05,9.94E-06,6.59E-06,1
2,256,128,10000,0.206279,0.035026,0.00493968,0.000749817,0.000114936,8.91E-05,0.00032448,0.00468893,2.02E-05,0.0152116,0.455379,0.616966,0.076313,0.00754943,0.000600338,6.58E-05,1.17E-05,1.83E-05,2.20E-05,4.64E-06,-1
3,256,128,10000,0.617942,0.463102,0.437975,0.325227,0.242324,0.249565,0.245248,0.227187,0.169,0.189274,0.15847,0.123303,0.128662,0.126061,0.104446,0.0780036,0.0923188,0.0843699,0.0702169,0.0908036,2
4,256,128,10000,0.414386,0.250127,0.190821,0.140819,0.108244,0.088222,0.0770977,0.0563778,0.048522,0.0352449,0.0278487,0.0216764,0.0168395,0.0133524,0.0109332,0.00779639,0.00625976,0.00552667,0.00394484,0.00290383,1
1,256,256,10000,1.42E-06,2.46E-05,7.42E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2,256,256,10000,7.03E-05,4.34E-06,9.95E-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3,256,256,10000,0.495199,0.364336,0.326121,0.281049,0.287856,0.223686,0.239618,0.234112,0.20581,0.150335,0.153384,0.170526,0.13291,0.145035,0.151371,0.122325,0.112327,0.111548,0.113719,0.111412,17
4,256,256,10000,0.433352,0.268612,0.173464,0.120608,0.100946,0.0991199,0.0805701,0.0753127,0.0681178,0.0585018,0.0518963,0.0485492,0.0408946,0.0434665,0.0426358,0.0420794,0.0343602,0.0310519,0.0321399,0.0305116,7
1,512,128,10000,0.34943,0.162196,0.074715,0.0327576,0.0144275,0.00645064,0.00289211,0.00140812,0.000627645,0.000279778,0.000116334,5.38E-05,2.27E-05,9.23E-06,4.39E-06,1.87E-06,8.29E-07,3.21E-07,1.35E-07,5.50E-08,1
2,512,128,10000,0.265622,0.0903607,0.0313615,0.0111405,0.00285026,0.000845345,0.000277656,8.39E-05,0.00010041,0.000746854,0.0023354,0.00717287,0.0808244,0.350656,1.31842,0.377782,1.95E-05,0.572625,0.0864789,0.0257717,-1
3,512,128,10000,0.518777,0.403775,0.336291,0.250449,0.207228,0.197725,0.177436,0.157761,0.144917,0.137473,0.11022,0.123487,0.0877003,0.0958279,0.0906039,0.0859401,0.0692377,0.0768127,0.0664573,0.0629446,2
4,512,128,10000,0.443426,0.251251,0.138075,0.0800224,0.0474762,0.0272561,0.016501,0.0109675,0.00630956,0.00388307,0.00236759,0.0013744,0.000855624,0.000514628,0.000285062,0.000175636,9.18E-05,5.33E-05,2.95E-05,1.60E-05,1
1,512,256,10000,0.34531,0.177316,0.110643,0.0612274,0.0379218,0.0203189,0.0119583,0.00724943,0.0037798,0.0018844,0.00105471,0.000567443,0.000342797,0.000186328,0.000100836,6.18E-05,3.64E-05,2.23E-05,1.29E-05,7.49E-06,3
2,512,256,10000,0.125822,0.00960096,0.0016453,0.00021826,8.23E-05,0.000201608,0.00180227,0.0211742,2.49E-05,0.499095,0.355938,0.0566182,0.00477458,0.000469264,4.18E-05,1.36E-05,8.77E-05,0.00569607,7.74E-06,0.000135295,-1
3,512,256,10000,0.630857,0.431732,0.404711,0.316449,0.295137,0.281915,0.227169,0.240129,0.218296,0.205662,0.172063,0.164261,0.164142,0.165466,0.178619,0.137986,0.135158,0.15004,0.135235,0.113614,5
4,512,256,10000,0.5242,0.335159,0.222073,0.17779,0.134676,0.105961,0.0808997,0.068673,0.0602386,0.0409548,0.0274779,0.0195261,0.0164532,0.012736,0.0102254,0.0074024,0.00605041,0.00504343,0.0037277,0.00308331,3
1,512,512,10000,6.22E-07,2.61E-05,4.61E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2,512,512,10000,0.000160671,2.91E-06,2.25E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3,512,512,10000,0.599693,0.445105,0.434725,0.370969,0.366775,0.291801,0.309112,0.261969,0.248159,0.247183,0.213426,0.207101,0.197241,0.177199,0.182855,0.213643,0.194253,0.186554,0.179215,0.158404,-1
4,512,512,10000,0.446824,0.282017,0.196681,0.150834,0.124071,0.111156,0.0922528,0.0839227,0.0814563,0.0742782,0.0674047,0.0575919,0.0559767,0.0462008,0.0443718,0.039641,0.034115,0.0331592,0.031441,0.0294099,8
1,1024,128,10000,0.287809,0.0897333,0.029709,0.00964136,0.00315373,0.000979829,0.00031372,0.000103548,3.50E-05,1.16E-05,3.34E-06,1.10E-06,3.13E-07,1.04E-07,2.90E-08,9.50E-09,2.60E-09,7.85E-10,3.01E-10,1.01E-10,1
2,1024,128,10000,0.326968,0.139062,0.0651648,0.0294364,0.0108976,0.0052718,0.00239332,0.00104165,0.000585248,0.000249383,0.00012141,8.94E-05,9.82E-05,0.000219691,0.000425436,0.000907539,0.00204947,0.00483726,0.0123419,0.0359142,-1
3,1024,128,10000,0.620319,0.490356,0.375898,0.322061,0.231176,0.178539,0.143736,0.113741,0.0945872,0.081274,0.0717245,0.0548531,0.0449161,0.0392896,0.0326037,0.0268655,0.0224351,0.0159812,0.0129289,0.0103889,1
4,1024,128,10000,0.388587,0.157464,0.0667806,0.0322922,0.0138694,0.00545395,0.00258117,0.00102727,0.000467216,0.000174024,6.93E-05,2.70E-05,1.31E-05,5.13E-06,2.16E-06,8.91E-07,3.83E-07,1.55E-07,6.36E-08,2.53E-08,1
1,1024,256,10000,0.338042,0.155439,0.0614909,0.0280465,0.0126082,0.00566165,0.0023559,0.00106203,0.000472702,0.000205336,8.87E-05,3.64E-05,1.68E-05,7.21E-06,3.01E-06,1.24E-06,5.63E-07,2.81E-07,1.22E-07,5.17E-08,3
2,1024,256,10000,0.184896,0.029677,0.00582369,0.00163061,0.000257417,0.000101045,0.000103924,0.000347045,0.00329727,0.0142796,0.0848997,0.705986,1.4325,0.268407,0.0410638,0.000776408,2.23E-05,0.0985606,0.000494152,2.34E-05,-1
3,1024,256,10000,0.529276,0.399008,0.333344,0.282332,0.234145,0.24935,0.215179,0.195327,0.163873,0.155473,0.135782,0.120725,0.108105,0.105537,0.0980621,0.0911291,0.0964591,0.0875426,0.100959,0.087075,3
4,1024,256,10000,0.451744,0.253882,0.147976,0.0896659,0.0543667,0.032717,0.0201416,0.0130261,0.00752686,0.00513528,0.00295689,0.0017539,0.00106335,0.000587258,0.00033719,0.000212396,0.00011409,6.83E-05,3.58E-05,2.08E-05,3
1,1024,512,10000,0.356452,0.181811,0.106243,0.0632863,0.0338577,0.0198196,0.0111409,0.00634469,0.00363767,0.00213259,0.00112926,0.00068022,0.000428878,0.000233774,0.000132333,6.79E-05,3.89E-05,2.14E-05,1.15E-05,6.89E-06,3
2,1024,512,10000,0.113737,0.00709517,0.000592641,0.00016871,0.00088174,0.0100532,0.164706,4.07588,5.65E-05,0.28488,0.0373692,0.00086327,9.64E-05,3.22E-05,8.93E-05,0.00224727,0.292905,0.636113,1.66E-05,0.666311,-1
3,1024,512,10000,0.575169,0.443554,0.429067,0.354072,0.326286,0.330419,0.281975,0.260371,0.244576,0.220857,0.243382,0.224329,0.215532,0.193279,0.176138,0.184056,0.175948,0.175384,0.168401,0.15769,8
4,1024,512,10000,0.474647,0.303966,0.21238,0.158638,0.119718,0.09438,0.0783101,0.060656,0.0473841,0.0350934,0.0263138,0.0199807,0.0156126,0.0125475,0.0095169,0.00787294,0.00599992,0.00464931,0.00377588,0.0028553,3
1,1024,1024,10000,3.18E-07,3.00E-05,1.52E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2,1024,1024,10000,0.000314925,3.81E-06,4.19E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3,1024,1024,10000,0.553622,0.429464,0.361001,0.284639,0.297572,0.269406,0.241563,0.236585,0.239065,0.217869,0.223952,0.20117,0.191915,0.186982,0.180813,0.198552,0.192493,0.192317,0.181404,0.175216,-1
4,1024,1024,10000,0.431676,0.260009,0.196977,0.146277,0.125512,0.110698,0.0960163,0.09059,0.079584,0.0698609,0.0646456,0.0596557,0.0552741,0.0512636,0.0460625,0.0420997,0.0409676,0.0383904,0.0355312,0.0331743,9
1,2048,128,10000,0.235238,0.0557297,0.0141964,0.0031851,0.00076429,0.000194332,4.26E-05,1.03E-05,2.57E-06,6.69E-07,1.51E-07,3.47E-08,8.16E-09,1.94E-09,4.46E-10,1.06E-10,2.32E-11,5.38E-12,9.14E-13,0,1
2,2048,128,10000,0.449466,0.252334,0.137779,0.102142,0.0685629,0.0386666,0.0253989,0.0182871,0.0129424,0.00888005,0.00670679,0.00382238,0.00254836,0.00182067,0.00130606,0.00091385,0.000472091,0.000282377,0.000189846,0.000121959,-1
3,2048,128,10000,0.557897,0.339582,0.223665,0.146308,0.102304,0.0665187,0.0445098,0.0271167,0.0201449,0.0133758,0.0087626,0.00593515,0.00347986,0.00214583,0.00133404,0.000777486,0.000546957,0.000329141,0.000220656,0.000130523,1
4,2048,128,10000,0.286621,0.0977625,0.0326884,0.0101437,0.00315783,0.00105474,0.000319532,9.46E-05,2.99E-05,8.45E-06,2.63E-06,8.36E-07,2.67E-07,8.94E-08,2.63E-08,8.22E-09,2.68E-09,8.14E-10,2.23E-10,6.46E-11,1
1,2048,256,10000,0.305076,0.102615,0.0344536,0.0119514,0.00400628,0.00123337,0.000411521,0.000140102,4.37E-05,1.52E-05,5.18E-06,1.65E-06,5.37E-07,1.86E-07,6.33E-08,1.99E-08,6.45E-09,1.99E-09,6.32E-10,1.91E-10,2
2,2048,256,10000,0.267225,0.0674082,0.0207145,0.00763031,0.00250134,0.000905798,0.000300742,9.62E-05,9.50E-05,0.000214823,0.000722946,0.00178779,0.00457331,0.0201746,0.075133,0.227205,0.79664,0.668371,0.19761,0.0487545,-1
3,2048,256,10000,0.578003,0.355923,0.262474,0.197056,0.175609,0.14895,0.111824,0.0960956,0.0772586,0.0620945,0.05627,0.0438697,0.0364101,0.0286851,0.0237273,0.0195577,0.0174674,0.0131581,0.0108273,0.00898916,3
4,2048,256,10000,0.349901,0.154246,0.0707064,0.0332823,0.0148234,0.00639737,0.00278884,0.0011699,0.000539872,0.000244581,0.000105224,4.44E-05,1.92E-05,8.51E-06,4.01E-06,1.87E-06,9.07E-07,3.79E-07,1.55E-07,7.60E-08,2
1,2048,512,10000,0.355651,0.151861,0.0669122,0.030086,0.0131473,0.00577382,0.0024967,0.00114712,0.000550141,0.000258233,0.000121542,5.40E-05,2.24E-05,9.74E-06,4.28E-06,1.83E-06,8.24E-07,3.69E-07,1.58E-07,6.99E-08,3
2,2048,512,10000,0.113076,0.0213113,0.003527,0.00048773,0.000174545,0.000392157,0.00382842,0.0210276,0.18933,1.3413,2.74728,0.412932,0.0417029,0.00157883,0.00013176,5.76E-05,0.000650739,0.000286921,2.29E-05,6.77E-05,-1
3,2048,512,10000,0.577229,0.441425,0.378639,0.333009,0.311705,0.279992,0.241949,0.246989,0.216777,0.212801,0.189916,0.173125,0.179944,0.15842,0.153337,0.145217,0.152948,0.141769,0.127795,0.116596,4
4,2048,512,10000,0.473617,0.262039,0.152339,0.0929422,0.0524406,0.0330857,0.0190749,0.0120533,0.00742161,0.00440705,0.00245808,0.00151678,0.000909908,0.000534259,0.000316669,0.000186664,0.000106282,6.54E-05,3.86E-05,2.26E-05,3
1,2048,1024,10000,0.348978,0.190162,0.110634,0.0650197,0.0385852,0.0222849,0.0118554,0.00664862,0.00390294,0.00239692,0.00141635,0.000861558,0.000525014,0.000322293,0.000184684,0.000105135,5.92E-05,3.49E-05,2.05E-05,1.21E-05,3
2,2048,1024,10000,0.0869621,0.00487946,0.000367134,0.000679434,0.00725475,0.239456,6.11233,0.795925,0.000112582,0.0423609,0.00354669,6.88E-05,0.000136191,0.00243253,0.0669403,1.04972,0.867214,5.28E-05,4.74E-05,0.00999267,-1
3,2048,1024,10000,0.564365,0.443478,0.352276,0.317967,0.297809,0.271335,0.245558,0.22389,0.211207,0.193282,0.204057,0.192113,0.184768,0.184868,0.170694,0.160683,0.163553,0.15675,0.162775,0.165122,9
4,2048,1024,10000,0.479675,0.307001,0.218227,0.164524,0.130659,0.0990793,0.0775086,0.0603567,0.0477336,0.0362549,0.0289107,0.0216899,0.0169301,0.0133895,0.0102534,0.00801919,0.00640785,0.00522521,0.00425472,0.00325575,3
1,2048,2048,10000,4.37E-07,3.55E-05,2.55E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2,2048,2048,10000,0.000228893,2.58E-06,3.13E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3,2048,2048,10000,0.532329,0.449451,0.35731,0.332052,0.290043,0.278016,0.25323,0.240339,0.231638,0.238137,0.227984,0.216816,0.205314,0.206104,0.196937,0.186499,0.187887,0.171818,0.167169,0.178165,-1
4,2048,2048,10000,0.448521,0.275501,0.202187,0.153339,0.128636,0.106304,0.087733,0.0762842,0.0694605,0.0646934,0.060517,0.0575761,0.0527498,0.0491678,0.0472109,0.044565,0.0411534,0.0382454,0.0366906,0.0355398,11
1,4096,128,10000,0.1587,0.0270699,0.00424167,0.000681074,0.000113217,1.86E-05,3.47E-06,5.89E-07,9.36E-08,1.70E-08,3.00E-09,4.73E-10,8.68E-11,1.51E-11,2.75E-12,4.47E-13,0,0,0,0,1
2,4096,128,10000,0.507035,0.330246,0.253414,0.190338,0.183341,0.152562,0.143974,0.153073,0.129605,0.105827,0.0911137,0.0868171,0.0788011,0.0865111,0.0868621,0.0790235,0.0771573,0.0790217,0.0694261,0.0605626,2
3,4096,128,10000,0.461806,0.214038,0.0950257,0.052717,0.0242945,0.0113035,0.00542208,0.00250054,0.00113476,0.000544801,0.000260709,0.000139156,5.72E-05,2.59E-05,1.32E-05,6.13E-06,2.71E-06,1.28E-06,6.14E-07,3.10E-07,1
4,4096,128,10000,0.215522,0.0468702,0.0107237,0.00238025,0.000510567,0.000123928,2.77E-05,6.17E-06,1.39E-06,2.91E-07,6.65E-08,1.37E-08,3.12E-09,6.28E-10,1.50E-10,2.90E-11,6.93E-12,1.42E-12,2.73E-13,0,1
1,4096,256,10000,0.244944,0.0561407,0.0141703,0.00344928,0.000851261,0.000214074,5.19E-05,1.29E-05,3.30E-06,7.64E-07,1.99E-07,5.03E-08,1.17E-08,2.73E-09,6.21E-10,1.50E-10,3.72E-11,9.23E-12,2.19E-12,5.51E-13,2
2,4096,256,10000,0.422539,0.210313,0.107439,0.0563588,0.0278423,0.0153348,0.00780569,0.00358983,0.00181157,0.000883831,0.000458686,0.000272559,0.000148612,0.000105213,0.000135991,0.000251218,0.000517779,0.00116941,0.00270361,0.00670131,-1
3,4096,256,10000,0.51362,0.31853,0.185849,0.126556,0.0808322,0.0519308,0.0337113,0.0208493,0.0148302,0.00933645,0.00599717,0.00397413,0.00252212,0.00176756,0.00109426,0.000765077,0.000483731,0.000317652,0.000207388,0.000145302,2
4,4096,256,10000,0.315616,0.0969081,0.033145,0.0110779,0.00373902,0.00110604,0.000347147,0.000108084,3.54E-05,1.25E-05,4.13E-06,1.29E-06,4.27E-07,1.36E-07,4.34E-08,1.44E-08,4.71E-09,1.50E-09,4.44E-10,1.30E-10,2
1,4096,512,10000,0.286163,0.0945275,0.0320237,0.011179,0.00358242,0.00115609,0.000375976,0.000124471,4.25E-05,1.44E-05,4.82E-06,1.57E-06,5.29E-07,1.71E-07,5.75E-08,1.83E-08,6.22E-09,2.01E-09,6.65E-10,2.21E-10,2
2,4096,512,10000,0.250063,0.0595795,0.0146554,0.00398626,0.000985105,0.000284152,0.000224364,0.000679018,0.00355308,0.0149264,0.0704571,0.336709,1.85125,1.91524,0.326593,0.073173,0.0150005,0.00185402,0.000223116,5.87E-05,-1
3,4096,512,10000,0.587526,0.400188,0.308137,0.265017,0.199909,0.173747,0.137915,0.112261,0.091434,0.073431,0.0612257,0.051492,0.0431545,0.0363513,0.0314591,0.0245146,0.0194512,0.0160996,0.0130579,0.0108316,3
4,4096,512,10000,0.366109,0.158935,0.0711561,0.0317997,0.0142912,0.00642418,0.00292061,0.00133438,0.000567586,0.000259019,0.000111154,4.88E-05,2.24E-05,1.04E-05,4.62E-06,2.08E-06,9.17E-07,4.06E-07,1.85E-07,8.17E-08,3
1,4096,1024,10000,0.361467,0.153545,0.0681165,0.0305355,0.014238,0.00637677,0.00285783,0.00128272,0.000587694,0.000265836,0.00011696,5.04E-05,2.28E-05,1.03E-05,4.49E-06,1.98E-06,8.77E-07,4.00E-07,1.78E-07,7.98E-08,3
2,4096,1024,10000,0.154668,0.0102936,0.00102912,0.000330443,0.00147175,0.0230802,0.205216,2.00015,6.7987,1.0339,0.0298103,0.00214824,0.000177079,0.00014282,0.00163076,0.0293279,0.618101,4.65E-05,0.011293,0.462374,-1
3,4096,1024,10000,0.56517,0.456099,0.386306,0.313978,0.277737,0.250937,0.231697,0.214313,0.195979,0.177586,0.169286,0.14868,0.144249,0.130481,0.127447,0.118807,0.109544,0.0999308,0.0949126,0.0943564,4
4,4096,1024,10000,0.480482,0.259021,0.158242,0.0930371,0.0546158,0.0316827,0.0194547,0.0117196,0.00721927,0.00432657,0.00249703,0.00159549,0.000950841,0.000577675,0.000359878,0.00021861,0.000129505,7.69E-05,4.59E-05,2.66E-05,3
1,4096,2048,10000,0.341133,0.173031,0.0973723,0.0548358,0.030576,0.0178686,0.0104697,0.00620824,0.00363935,0.00219495,0.00132518,0.000763518,0.000451968,0.000260897,0.000150848,8.62E-05,4.99E-05,2.80E-05,1.61E-05,9.53E-06,3
2,4096,2048,10000,0.0516634,0.00214799,0.000240453,0.000787562,0.0182831,0.538647,7.16665,0.218092,7.79E-05,0.000782764,4.14E-05,0.00013253,0.0044133,0.108476,1.61397,0.0943506,0.0026739,2.91E-05,3.43E-05,1.41E-05,-1
3,4096,2048,10000,0.569001,0.471766,0.392056,0.351738,0.328047,0.285616,0.275625,0.259062,0.239232,0.2147,0.210081,0.202705,0.212708,0.188581,0.182513,0.18329,0.177271,0.181583,0.176126,0.175126,9
4,4096,2048,10000,0.49445,0.312207,0.224519,0.168158,0.124864,0.0982991,0.0757818,0.0566054,0.0439958,0.0343675,0.0275968,0.0213193,0.01671,0.0131255,0.0105449,0.00807833,0.00648943,0.00506793,0.00389376,0.003037,3
1,4096,4096,10000,1.06E-07,4.65E-05,2.09E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2,4096,4096,10000,0.000940747,1.95E-06,1.27E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3,4096,4096,10000,0.606292,0.463817,0.38487,0.322219,0.305661,0.275705,0.271626,0.257909,0.241504,0.225392,0.225548,0.210259,0.19116,0.182947,0.181304,0.171789,0.169109,0.165911,0.161279,0.160943,-1
4,4096,4096,10000,0.43656,0.276948,0.202322,0.157698,0.129929,0.111063,0.0966311,0.0834298,0.0744961,0.0664553,0.060707,0.0572113,0.0519196,0.0486501,0.0453842,0.0418523,0.039241,0.0376777,0.0360977,0.0343204,13
1,8192,128,10000,0.148364,0.0178424,0.00218631,0.000261901,3.35E-05,4.25E-06,4.89E-07,6.32E-08,6.88E-09,8.26E-10,9.70E-11,1.14E-11,1.35E-12,1.82E-13,0,0,0,0,0,0,1
2,8192,128,10000,0.511603,0.296289,0.206422,0.138464,0.0950716,0.0620224,0.0395765,0.0300773,0.0239145,0.0167488,0.0113695,0.00828425,0.00541885,0.00387528,0.00252048,0.00168833,0.00112862,0.000975619,0.000712054,0.000470761,1
3,8192,128,10000,0.318013,0.118768,0.0414055,0.0157095,0.00504841,0.00162757,0.00057974,0.000208494,7.38E-05,2.68E-05,8.97E-06,3.24E-06,1.07E-06,3.65E-07,1.24E-07,4.35E-08,1.42E-08,5.07E-09,1.76E-09,5.37E-10,1
4,8192,128,10000,0.189187,0.0323948,0.00470213,0.000803404,0.000130132,2.01E-05,3.05E-06,4.58E-07,8.39E-08,1.26E-08,2.05E-09,3.11E-10,4.93E-11,7.86E-12,1.32E-12,1.81E-13,0,0,0,0,1
1,8192,256,10000,0.159425,0.0261922,0.00473766,0.000879426,0.000141322,2.55E-05,4.42E-06,7.47E-07,1.32E-07,2.39E-08,4.17E-09,7.35E-10,1.29E-10,2.10E-11,3.46E-12,6.22E-13,0,0,0,0,2
2,8192,256,10000,0.479988,0.258079,0.170756,0.124423,0.0894098,0.0629896,0.0428675,0.0320561,0.0234145,0.0169933,0.012574,0.00810684,0.00589472,0.00436137,0.00292268,0.00189975,0.00128805,0.000846641,0.000544129,0.000407426,-1
3,8192,256,10000,0.428267,0.212694,0.1083,0.0527253,0.0272022,0.0131931,0.00650534,0.00320887,0.00156023,0.000874148,0.000422221,0.000227212,0.000110896,4.96E-05,2.29E-05,1.08E-05,5.79E-06,2.58E-06,1.23E-06,5.72E-07,2
4,8192,256,10000,0.220385,0.0536581,0.0126396,0.00301022,0.000733391,0.000166509,3.64E-05,8.77E-06,1.87E-06,3.93E-07,8.56E-08,1.88E-08,4.25E-09,9.42E-10,2.06E-10,4.55E-11,1.11E-11,2.55E-12,5.56E-13,0,2
1,8192,512,10000,0.228929,0.0570094,0.0137865,0.00337728,0.000806257,0.000193542,4.75E-05,1.22E-05,2.82E-06,6.43E-07,1.57E-07,4.03E-08,9.49E-09,2.38E-09,5.87E-10,1.40E-10,3.58E-11,9.16E-12,2.20E-12,5.45E-13,2
2,8192,512,10000,0.326333,0.125321,0.040715,0.0130679,0.00497426,0.00155764,0.000480342,0.00023848,0.000272733,0.000528252,0.00153147,0.00478076,0.0163192,0.0446274,0.132404,0.442688,1.13764,1.75753,0.965771,0.309046,-1
3,8192,512,10000,0.519226,0.334267,0.213138,0.132911,0.089918,0.0604304,0.039714,0.0268894,0.0182069,0.0118666,0.007573,0.00488828,0.00318537,0.0022327,0.00147153,0.00096835,0.00063242,0.000402679,0.000266816,0.000180803,3
4,8192,512,10000,0.310312,0.101019,0.0327154,0.0109163,0.00346168,0.00114688,0.000366902,0.000121161,4.10E-05,1.34E-05,4.57E-06,1.43E-06,4.77E-07,1.50E-07,4.99E-08,1.61E-08,5.12E-09,1.62E-09,4.87E-10,1.48E-10,2
1,8192,1024,10000,0.296103,0.0986584,0.032028,0.0105946,0.00356703,0.00119078,0.000377286,0.000128091,4.28E-05,1.43E-05,4.84E-06,1.55E-06,5.28E-07,1.76E-07,5.59E-08,1.92E-08,6.44E-09,2.17E-09,7.06E-10,2.44E-10,3
2,8192,1024,10000,0.151482,0.0250081,0.00463704,0.000793854,0.000368278,0.000851653,0.00494281,0.0389569,0.244,1.15959,4.86077,2.01603,0.316789,0.0446772,0.00687054,0.000626628,0.000129836,0.000131543,0.000660087,0.00586459,-1
3,8192,1024,10000,0.560715,0.426381,0.332804,0.256119,0.220588,0.178892,0.141658,0.115676,0.10063,0.0811328,0.0681342,0.056327,0.046256,0.0390257,0.0313533,0.0266574,0.0213918,0.0176122,0.0153664,0.0129829,3
4,8192,1024,10000,0.386995,0.166211,0.0721376,0.0317449,0.0144135,0.00615912,0.00270407,0.00118378,0.000530473,0.000235036,0.000105896,4.87E-05,2.19E-05,9.50E-06,4.30E-06,1.83E-06,8.02E-07,3.52E-07,1.61E-07,6.95E-08,3
1,8192,2048,10000,0.349389,0.150361,0.0649737,0.0281258,0.0123122,0.00553566,0.0024868,0.00111142,0.000502126,0.000228191,0.000102165,4.47E-05,2.04E-05,9.34E-06,4.09E-06,1.82E-06,8.34E-07,3.63E-07,1.59E-07,7.00E-08,3
2,8192,2048,10000,0.0564567,0.00460566,0.000420242,0.000286076,0.00320055,0.0598304,0.916104,4.91876,0.34241,0.0189623,0.00145253,0.000103414,0.000136488,0.00314625,0.117903,2.07441,0.16638,3.53E-05,0.242147,0.00585361,-1
3,8192,2048,10000,0.599784,0.454186,0.38295,0.326919,0.290022,0.263015,0.23869,0.22619,0.204915,0.19036,0.176392,0.164046,0.158012,0.14984,0.142296,0.130749,0.124895,0.121302,0.116792,0.109612,4
4,8192,2048,10000,0.456922,0.255722,0.145647,0.0855282,0.0499245,0.0292928,0.0173706,0.010321,0.00605434,0.00361098,0.00219164,0.0013129,0.000809761,0.000486835,0.000287126,0.000167443,9.92E-05,5.96E-05,3.50E-05,2.04E-05,3
1,8192,4096,10000,0.347947,0.175054,0.0946993,0.0547477,0.0317077,0.0188789,0.0109828,0.00630496,0.00362652,0.00212659,0.00124471,0.000713581,0.000410125,0.000234307,0.00013589,7.78E-05,4.42E-05,2.54E-05,1.43E-05,8.21E-06,3
2,8192,4096,10000,0.0336707,0.00120761,0.00143926,0.0299087,0.893309,29.7453,0.644225,0.0103707,0.00032188,0.000307746,0.00018957,0.00808116,0.211742,6.17893,0.209098,0.00302442,9.14E-05,0.000290827,0.107295,5.02E-05,-1
3,8192,4096,10000,0.606762,0.489374,0.402869,0.333535,0.306487,0.285764,0.267508,0.251028,0.237592,0.231854,0.224237,0.21369,0.201609,0.20164,0.191245,0.178744,0.172422,0.171735,0.16913,0.163106,9
4,8192,4096,10000,0.488509,0.319023,0.222479,0.165371,0.125153,0.094603,0.0739432,0.0565718,0.0449914,0.0345466,0.0274453,0.0217796,0.0169136,0.0137218,0.010782,0.00835763,0.00652683,0.00527896,0.00408514,0.0031968,3
1,8192,8192,10000,2.50E-07,6.07E-05,2.92E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
