Type,M,N,Cond,Norm1/Norm0,Norm2/Norm0,Norm3/Norm0,Norm4/Norm0,Norm5/Norm0,Norm6/Norm0,Norm7/Norm0,Norm8/Norm0,Norm9/Norm0,Norm10/Norm0,Norm11/Norm0,Norm12/Norm0,Norm13/Norm0,Norm14/Norm0,Norm15/Norm0,Norm16/Norm0,Norm17/Norm0,Norm18/Norm0,Norm19/Norm0,Norm20/Norm0,Iter1
2,8192,8192,10000,0.00039924,2.82E-06,5.47E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3,8192,8192,10000,0.585681,0.448897,0.369576,0.326256,0.290694,0.269838,0.251125,0.237148,0.217128,0.208048,0.203421,0.19706,0.187421,0.183597,0.171016,0.172628,0.163978,0.159268,0.158637,0.149094,-1
4,8192,8192,10000,0.432283,0.275399,0.1993,0.156776,0.129043,0.109845,0.0969098,0.0866743,0.0777873,0.0694561,0.0633439,0.0585134,0.0547543,0.0521171,0.0485937,0.0455637,0.0422562,0.0400183,0.0377442,0.0353572,16
1,16384,128,10000,0.0876984,0.00704571,0.000654393,5.87E-05,4.49E-06,3.57E-07,3.48E-08,3.20E-09,2.73E-10,2.22E-11,1.86E-12,1.49E-13,0,0,0,0,0,0,0,0,1
2,16384,128,10000,0.411531,0.189561,0.0978965,0.044766,0.0218827,0.0103267,0.00467397,0.00241456,0.0012009,0.000565025,0.000254609,0.000136907,5.29E-05,2.53E-05,1.16E-05,5.07E-06,2.32E-06,1.17E-06,6.25E-07,3.26E-07,1
3,16384,128,10000,0.256371,0.0770141,0.0186303,0.00435615,0.00104147,0.000288311,6.89E-05,1.69E-05,4.33E-06,9.59E-07,2.39E-07,7.03E-08,1.76E-08,3.85E-09,9.89E-10,2.68E-10,7.10E-11,1.94E-11,4.78E-12,1.09E-12,1
4,16384,128,10000,0.111895,0.0133941,0.00163782,0.00017211,1.85E-05,2.32E-06,2.55E-07,2.91E-08,3.46E-09,4.23E-10,4.58E-11,5.15E-12,6.06E-13,0,0,0,0,0,0,0,1
1,16384,256,10000,0.127728,0.0169041,0.00206423,0.000264396,3.47E-05,4.26E-06,5.25E-07,7.07E-08,8.94E-09,1.10E-09,1.49E-10,1.88E-11,2.19E-12,2.71E-13,0,0,0,0,0,0,2
2,16384,256,10000,0.480497,0.294831,0.235635,0.184037,0.142699,0.145424,0.127673,0.114056,0.100616,0.0903951,0.079762,0.0692655,0.0679979,0.0709837,0.0669879,0.0636227,0.0627158,0.0607031,0.0568569,0.0506081,6
3,16384,256,10000,0.332315,0.114759,0.0396546,0.0148878,0.00584502,0.00209963,0.000737668,0.000269206,9.07E-05,3.26E-05,1.24E-05,4.57E-06,1.56E-06,5.84E-07,2.12E-07,7.81E-08,2.87E-08,1.04E-08,3.57E-09,1.10E-09,2
4,16384,256,10000,0.155263,0.0291581,0.00482188,0.000802022,0.000135396,2.35E-05,4.13E-06,7.00E-07,1.08E-07,1.82E-08,2.94E-09,4.76E-10,8.00E-11,1.26E-11,1.92E-12,2.90E-13,0,0,0,0,2
1,16384,512,10000,0.175358,0.0310388,0.0054389,0.000912209,0.00015992,2.73E-05,4.83E-06,8.31E-07,1.48E-07,2.43E-08,4.16E-09,7.12E-10,1.24E-10,2.16E-11,3.60E-12,5.89E-13,0,0,0,0,2
2,16384,512,10000,0.365616,0.214427,0.117424,0.0619566,0.0281847,0.0138629,0.00780999,0.00376372,0.00184354,0.000799716,0.000398173,0.000274666,0.000249012,0.000303408,0.000526044,0.00101123,0.00223767,0.00409314,0.00833918,0.016786,-1
3,16384,512,10000,0.425693,0.205302,0.100261,0.0494818,0.0254913,0.0130578,0.00633342,0.00307296,0.00163084,0.000858785,0.000410076,0.00020082,0.000103884,5.19E-05,2.53E-05,1.31E-05,6.34E-06,3.29E-06,1.63E-06,8.61E-07,2
4,16384,512,10000,0.231831,0.0551201,0.0125127,0.00294194,0.000661737,0.000149686,3.53E-05,8.47E-06,1.97E-06,4.44E-07,1.01E-07,2.34E-08,5.47E-09,1.24E-09,2.88E-10,6.59E-11,1.56E-11,3.57E-12,8.41E-13,0,2
1,16384,1024,10000,0.230538,0.0566481,0.0140616,0.00326419,0.000783101,0.000183013,4.55E-05,1.10E-05,2.72E-06,6.89E-07,1.74E-07,4.18E-08,9.92E-09,2.49E-09,6.08E-10,1.46E-10,3.48E-11,8.05E-12,1.96E-12,4.80E-13,2
2,16384,1024,10000,0.202534,0.051786,0.0109587,0.00276572,0.0008228,0.000406961,0.00062168,0.00219752,0.00964206,0.0391369,0.228055,1.09735,3.20333,2.22146,0.528813,0.108647,0.0229727,0.00444472,0.00111316,0.000273601,-1
3,16384,1024,10000,0.48519,0.3041,0.205058,0.128501,0.0881823,0.0611565,0.0395365,0.0272098,0.0177885,0.011871,0.00819412,0.00542589,0.00368887,0.00240072,0.00161981,0.00109765,0.000698213,0.000475707,0.000317448,0.000221484,3
4,16384,1024,10000,0.296358,0.0933461,0.0310752,0.0102341,0.00315922,0.00106673,0.000349723,0.000114809,3.57E-05,1.17E-05,3.77E-06,1.22E-06,3.81E-07,1.23E-07,4.22E-08,1.37E-08,4.18E-09,1.38E-09,4.42E-10,1.46E-10,2
1,16384,2048,10000,0.286831,0.0941751,0.030887,0.00984236,0.00335033,0.00111622,0.000365854,0.000118927,3.92E-05,1.29E-05,4.29E-06,1.43E-06,4.78E-07,1.60E-07,5.28E-08,1.76E-08,5.86E-09,1.98E-09,6.57E-10,2.26E-10,3
2,16384,2048,10000,0.121047,0.0143833,0.00137714,0.000273908,0.000403742,0.00312034,0.0270494,0.290585,2.5919,1.27818,0.150691,0.0138371,0.000847126,8.01E-05,0.000105513,0.0010173,0.0101176,0.137549,1.0461,0.200019,-1
3,16384,2048,10000,0.581769,0.421473,0.324831,0.258142,0.206878,0.175102,0.145614,0.115921,0.096823,0.0802599,0.0644926,0.0532494,0.0442333,0.0371559,0.0320141,0.0272232,0.0218396,0.0183253,0.0152889,0.0127048,3
4,16384,2048,10000,0.375569,0.160937,0.0691677,0.0307146,0.0135946,0.00613656,0.00266047,0.00115757,0.000502589,0.000221181,9.76E-05,4.46E-05,2.05E-05,9.08E-06,4.00E-06,1.81E-06,8.23E-07,3.71E-07,1.64E-07,7.19E-08,3
1,16384,4096,10000,0.350673,0.152025,0.0674595,0.0300432,0.0139518,0.00618767,0.00272945,0.00120116,0.000532806,0.000241775,0.000104678,4.74E-05,2.12E-05,9.74E-06,4.27E-06,1.89E-06,8.32E-07,3.65E-07,1.59E-07,6.95E-08,3
2,16384,4096,10000,0.0447778,0.00279203,0.00100287,0.00747387,0.13683,2.46415,20.6145,1.44742,0.0547372,0.00294206,0.000349892,0.0010084,0.0551537,1.83506,4.26361,0.0947905,0.000988641,0.000143606,0.0170723,8.11E-05,-1
3,16384,4096,10000,0.620122,0.504425,0.418811,0.358927,0.310117,0.277159,0.248462,0.236732,0.21388,0.200969,0.187006,0.177207,0.165154,0.154452,0.146914,0.138141,0.124762,0.120133,0.113159,0.107093,4
4,16384,4096,10000,0.461785,0.255039,0.149696,0.089195,0.0541129,0.032538,0.0200611,0.0117989,0.00689967,0.0040841,0.00246077,0.00150244,0.000907649,0.000544912,0.000325378,0.000195044,0.000116588,7.05E-05,4.24E-05,2.57E-05,3
1,16384,8192,10000,0.339753,0.172458,0.0951286,0.0530032,0.0303719,0.0173202,0.00997129,0.00569955,0.00329371,0.00190697,0.00110667,0.000636197,0.000364212,0.000213409,0.00012335,7.16E-05,4.10E-05,2.38E-05,1.39E-05,8.08E-06,3
2,16384,8192,10000,0.0189902,0.00049058,0.000673326,0.0656675,3.76573,1.88953,0.0187026,0.000288504,0.000152335,6.85E-05,0.00112249,0.228864,1.06542,0.0105466,0.000217148,3.83E-05,0.000785306,0.0604425,1.44415,2.10E-05,-1
3,16384,8192,10000,0.610075,0.462624,0.391059,0.344256,0.303155,0.280299,0.260934,0.244053,0.227446,0.215569,0.202821,0.195388,0.189722,0.179482,0.177762,0.169384,0.163469,0.158074,0.151999,0.149245,9
4,16384,8192,10000,0.481686,0.308476,0.215572,0.1578,0.119012,0.0918619,0.0721342,0.0564176,0.0436604,0.0341876,0.026396,0.0210807,0.0166201,0.0130492,0.0101093,0.00796157,0.00612615,0.00481733,0.00379247,0.00295453,3
1,16384,16384,10000,1.41E-07,8.40E-05,1.76E-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2,16384,16384,10000,0.000709694,4.94E-06,9.79E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3,16384,16384,10000,0.575508,0.436647,0.374744,0.331606,0.300352,0.272784,0.258043,0.239835,0.224106,0.215485,0.209678,0.198132,0.1881,0.187206,0.181645,0.17825,0.174564,0.169749,0.165194,0.159239,-1
4,16384,16384,10000,0.43482,0.273951,0.201609,0.159877,0.133488,0.113526,0.0991333,0.0888498,0.0789493,0.0713235,0.0644917,0.0590728,0.0548215,0.0515164,0.0485945,0.0454134,0.0429899,0.0407725,0.0384131,0.0367547,20
1,256,128,100000,0.319615,0.171501,0.0844751,0.0462986,0.0278037,0.0168936,0.00883934,0.00556095,0.00340382,0.00190759,0.000971007,0.000483601,0.000316568,0.000158395,9.21E-05,5.08E-05,2.84E-05,1.55E-05,9.94E-06,6.59E-06,1
2,256,128,100000,0.206281,0.0350261,0.00493918,0.000746563,9.15E-05,1.66E-05,7.64E-06,4.74E-05,5.76E-06,2.35E-06,5.51E-06,3.46E-05,0.000175169,0.0014499,0.036748,0.435395,0.374222,9.75E-07,0.00196899,0.0143299,-1
3,256,128,100000,0.606865,0.467788,0.476284,0.396419,0.26102,0.247894,0.229042,0.212159,0.227883,0.187326,0.165825,0.199372,0.172863,0.146603,0.110907,0.12709,0.106801,0.0758803,0.100322,0.0758789,2
4,256,128,100000,0.414401,0.250136,0.190822,0.140818,0.108246,0.0882197,0.0771051,0.0563929,0.048533,0.0352546,0.0278575,0.0216834,0.0168462,0.0133567,0.0109394,0.00780086,0.00626309,0.00553066,0.00394803,0.00290599,1
1,256,256,100000,1.42E-07,0.00239256,7.71E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2,256,256,100000,7.03E-06,0.000297298,9.78E-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3,256,256,100000,0.499386,0.387263,0.318264,0.255811,0.261073,0.250336,0.21025,0.18751,0.188109,0.225699,0.216027,0.153443,0.142612,0.152571,0.126059,0.104864,0.105703,0.117861,0.109876,0.102959,-1
4,256,256,100000,0.433354,0.268627,0.173481,0.120609,0.100931,0.0991098,0.0805683,0.0753073,0.0681239,0.0585112,0.0518955,0.04855,0.0408903,0.0434449,0.0426245,0.0420902,0.0343738,0.0310495,0.0321301,0.0305111,8
1,512,128,100000,0.34943,0.162196,0.0747149,0.0327576,0.0144275,0.00645063,0.00289211,0.00140811,0.000627644,0.000279778,0.000116334,5.38E-05,2.27E-05,9.23E-06,4.39E-06,1.87E-06,8.29E-07,3.21E-07,1.35E-07,5.50E-08,1
2,512,128,100000,0.265621,0.0903589,0.0313609,0.0111403,0.00284949,0.000842658,0.000269018,5.15E-05,8.43E-06,1.03E-05,2.43E-05,7.20E-05,0.000808878,0.0035765,0.0256463,0.219539,1.98E-06,1.11E-05,0.000529082,0.00290571,-1
3,512,128,100000,0.536186,0.414889,0.370362,0.303379,0.245352,0.209306,0.200841,0.191205,0.147493,0.146338,0.15699,0.116736,0.153221,0.112849,0.108343,0.0918757,0.0951084,0.0853005,0.0694381,0.0841535,2
4,512,128,100000,0.443439,0.251265,0.138085,0.0800314,0.0474836,0.0272614,0.0165044,0.0109703,0.0063111,0.00388429,0.00236844,0.00137498,0.000855997,0.000514905,0.000285248,0.000175766,9.18E-05,5.34E-05,2.95E-05,1.61E-05,1
1,512,256,100000,0.34531,0.177316,0.110643,0.0612275,0.0379218,0.0203189,0.0119583,0.00724943,0.00377981,0.0018844,0.00105471,0.000567444,0.000342798,0.000186328,0.000100836,6.18E-05,3.64E-05,2.23E-05,1.29E-05,7.49E-06,3
2,512,256,100000,0.125822,0.00960077,0.00164368,0.000205805,2.88E-05,8.04E-06,1.94E-05,0.000211869,2.58E-06,9.88E-06,5.50E-05,0.000866807,0.00595229,0.0986737,0.678572,0.17393,0.000266946,1.28E-06,0.103836,0.186941,-1
3,512,256,100000,0.633161,0.43983,0.376934,0.340781,0.27292,0.257484,0.257498,0.226849,0.215646,0.198572,0.192443,0.178522,0.16534,0.181499,0.145637,0.1362,0.17669,0.14192,0.127674,0.116204,7
4,512,256,100000,0.524211,0.335186,0.222094,0.177809,0.134692,0.105978,0.080914,0.0686868,0.0602607,0.0409761,0.0274926,0.0195353,0.0164621,0.0127432,0.0102323,0.00740681,0.00605422,0.00504662,0.00373064,0.00308552,3
1,512,512,100000,6.22E-08,0.00253906,2.38E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2,512,512,100000,1.61E-05,9.82E-05,2.18E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3,512,512,100000,0.601834,0.44195,0.361694,0.383073,0.303973,0.367441,0.303961,0.263932,0.265456,0.235634,0.243678,0.229336,0.217676,0.19184,0.220309,0.180077,0.177508,0.145307,0.135535,0.153153,-1
4,512,512,100000,0.446829,0.282024,0.196691,0.150836,0.124064,0.111157,0.0922537,0.0839141,0.0814515,0.0742889,0.0674261,0.0576195,0.0560083,0.046232,0.0443962,0.0396723,0.0341361,0.033173,0.0314544,0.0294212,9
1,1024,128,100000,0.287809,0.0897333,0.0297091,0.00964137,0.00315374,0.000979831,0.000313721,0.000103548,3.50E-05,1.16E-05,3.34E-06,1.10E-06,3.13E-07,1.04E-07,2.90E-08,9.50E-09,2.60E-09,7.85E-10,3.01E-10,1.01E-10,1
2,1024,128,100000,0.32697,0.139063,0.0651651,0.0294362,0.0108974,0.00527138,0.00239239,0.00103958,0.000580857,0.000240643,0.00010187,4.81E-05,1.83E-05,1.14E-05,8.84E-06,1.13E-05,2.15E-05,4.88E-05,0.000123575,0.000359367,-1
3,1024,128,100000,0.613538,0.499309,0.379248,0.35676,0.291497,0.237717,0.187035,0.186627,0.138211,0.11793,0.111858,0.0881079,0.0801041,0.0720623,0.0622954,0.0579579,0.0521231,0.0453599,0.0380284,0.0301356,1
4,1024,128,100000,0.388605,0.157476,0.0667871,0.032297,0.0138718,0.00545529,0.00258196,0.0010276,0.000467409,0.0001741,6.94E-05,2.70E-05,1.31E-05,5.13E-06,2.16E-06,8.91E-07,3.84E-07,1.55E-07,6.37E-08,2.54E-08,1
1,1024,256,100000,0.338042,0.155439,0.0614909,0.0280465,0.0126082,0.00566165,0.0023559,0.00106203,0.000472702,0.000205336,8.87E-05,3.64E-05,1.68E-05,7.21E-06,3.01E-06,1.24E-06,5.63E-07,2.81E-07,1.22E-07,5.17E-08,3
2,1024,256,100000,0.184896,0.0296769,0.00582311,0.0016289,0.000247801,6.72E-05,1.58E-05,7.83E-06,3.37E-05,0.000142975,0.000849719,0.0074909,0.0386063,0.332019,1.40309,0.0775644,2.23E-06,0.000190507,0.0587516,0.375357,-1
3,1024,256,100000,0.546577,0.406986,0.354872,0.305897,0.224456,0.22845,0.220213,0.205161,0.207511,0.167653,0.162963,0.141705,0.150361,0.133514,0.118909,0.120979,0.108906,0.106434,0.0949629,0.0878228,4
4,1024,256,100000,0.451751,0.253896,0.14799,0.0896815,0.0543762,0.0327242,0.0201466,0.0130297,0.00752937,0.0051374,0.00295831,0.00175489,0.00106401,0.000587649,0.000337423,0.000212564,0.00011419,6.84E-05,3.59E-05,2.08E-05,3
1,1024,512,100000,0.356452,0.181811,0.106243,0.0632863,0.0338577,0.0198196,0.0111409,0.00634469,0.00363767,0.00213259,0.00112926,0.00068022,0.000428878,0.000233774,0.000132333,6.79E-05,3.89E-05,2.14E-05,1.15E-05,6.89E-06,3
2,1024,512,100000,0.113737,0.00709339,0.000570693,3.36E-05,1.84E-05,0.000101793,0.00164758,0.0506738,5.65E-06,0.000741818,0.0240041,0.215916,2.00941,0.503809,0.0217552,0.000967829,7.02E-06,3.17E-06,0.00126385,6.15E-05,-1
3,1024,512,100000,0.582686,0.43855,0.389512,0.360935,0.299024,0.302912,0.311141,0.275917,0.268731,0.247591,0.214083,0.225459,0.200408,0.197507,0.206353,0.193696,0.1947,0.184859,0.172297,0.16155,17
4,1024,512,100000,0.474656,0.303977,0.212392,0.15865,0.119732,0.0943928,0.0783218,0.0606701,0.0473987,0.0351079,0.0263257,0.0199904,0.01562,0.0125542,0.00952224,0.00787842,0.00600443,0.00465306,0.00377917,0.00285806,3
1,1024,1024,100000,3.18E-08,0.00291582,8.13E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2,1024,1024,100000,3.15E-05,0.000634733,4.44E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3,1024,1024,100000,0.545404,0.435968,0.35655,0.2934,0.278079,0.253686,0.234683,0.228406,0.193,0.202702,0.189316,0.186636,0.189751,0.181528,0.186578,0.178616,0.163775,0.15324,0.15069,0.143099,-1
4,1024,1024,100000,0.43168,0.260009,0.196976,0.146275,0.125502,0.110692,0.0960088,0.0905891,0.0795925,0.0698676,0.064649,0.0596681,0.0552859,0.0512818,0.0460837,0.0421102,0.0409808,0.0384047,0.0355457,0.0331858,11
1,2048,128,100000,0.235237,0.0557297,0.0141964,0.0031851,0.00076429,0.000194332,4.26E-05,1.03E-05,2.57E-06,6.69E-07,1.51E-07,3.47E-08,8.16E-09,1.94E-09,4.46E-10,1.06E-10,2.32E-11,5.38E-12,9.14E-13,0,1
2,2048,128,100000,0.449467,0.252331,0.137776,0.10214,0.068562,0.0386659,0.0253982,0.0182867,0.0129421,0.00887972,0.00670637,0.00382178,0.00254741,0.00181921,0.00130396,0.000910932,0.000468159,0.000275658,0.000178353,0.000103865,-1
3,2048,128,100000,0.599721,0.362382,0.272227,0.185524,0.13345,0.0966112,0.0717045,0.0500528,0.0324797,0.02674,0.0192754,0.0139112,0.0096496,0.00694805,0.00465108,0.00283473,0.00184343,0.00110081,0.000820485,0.000610565,1
4,2048,128,100000,0.28663,0.0977707,0.0326921,0.0101454,0.00315841,0.001055,0.000319616,9.47E-05,2.99E-05,8.45E-06,2.63E-06,8.36E-07,2.67E-07,8.95E-08,2.63E-08,8.22E-09,2.69E-09,8.14E-10,2.23E-10,6.46E-11,1
1,2048,256,100000,0.305076,0.102615,0.0344536,0.0119514,0.00400628,0.00123337,0.000411521,0.000140102,4.37E-05,1.52E-05,5.18E-06,1.65E-06,5.37E-07,1.86E-07,6.33E-08,1.99E-08,6.45E-09,1.99E-09,6.32E-10,1.91E-10,2
2,2048,256,100000,0.267227,0.0674086,0.0207143,0.0076299,0.00250029,0.000902971,0.000292585,6.85E-05,2.22E-05,9.46E-06,1.06E-05,1.93E-05,4.62E-05,0.000201879,0.000752501,0.00230628,0.0100463,0.0496076,0.192994,0.702179,-1
3,2048,256,100000,0.608012,0.384995,0.293098,0.224841,0.20583,0.18462,0.142806,0.125654,0.121165,0.104476,0.0831964,0.0808717,0.0629562,0.0530245,0.0472581,0.0395897,0.03523,0.0298881,0.0255841,0.0251564,3
4,2048,256,100000,0.349912,0.154259,0.0707156,0.0332881,0.0148267,0.00639918,0.00278982,0.00117036,0.000540104,0.000244703,0.000105284,4.44E-05,1.93E-05,8.51E-06,4.01E-06,1.88E-06,9.08E-07,3.79E-07,1.55E-07,7.61E-08,2
1,2048,512,100000,0.355651,0.151861,0.0669122,0.030086,0.0131473,0.00577382,0.0024967,0.00114712,0.00055014,0.000258233,0.000121542,5.40E-05,2.24E-05,9.74E-06,4.28E-06,1.83E-06,8.24E-07,3.69E-07,1.58E-07,6.99E-08,3
2,2048,512,100000,0.113075,0.02131,0.0035235,0.000462996,6.61E-05,1.68E-05,4.13E-05,0.000210847,0.00189491,0.0139649,0.1273,1.05161,3.00082,0.157717,0.0120688,0.000425901,5.25E-06,0.813556,0.294215,0.0637505,-1
3,2048,512,100000,0.575295,0.445413,0.360358,0.321078,0.303825,0.297465,0.265237,0.235663,0.229333,0.222551,0.200704,0.19213,0.192988,0.183788,0.175542,0.180033,0.164973,0.153521,0.146358,0.150673,4
4,2048,512,100000,0.473631,0.262057,0.152356,0.0929568,0.0524507,0.0330931,0.0190803,0.012057,0.00742431,0.00440906,0.0024592,0.00151755,0.0009104,0.000534607,0.000316892,0.000186801,0.000106365,6.54E-05,3.86E-05,2.26E-05,3
1,2048,1024,100000,0.348978,0.190162,0.110634,0.0650197,0.0385852,0.0222849,0.0118554,0.00664862,0.00390294,0.00239692,0.00141636,0.000861558,0.000525014,0.000322293,0.000184684,0.000105135,5.92E-05,3.49E-05,2.05E-05,1.21E-05,3
2,2048,1024,100000,0.0869615,0.00486888,0.000177314,3.60E-05,7.93E-05,0.00239512,0.0675011,4.68127,1.13E-05,0.0580209,0.65288,2.64169,0.218712,0.00806492,0.000253264,9.53E-06,8.03E-06,0.000805804,1.22E-05,3.84E-06,-1
3,2048,1024,100000,0.556373,0.454408,0.360727,0.304726,0.273995,0.268555,0.248009,0.240807,0.221887,0.195865,0.190233,0.1777,0.180349,0.168144,0.159395,0.168971,0.159334,0.152105,0.1453,0.150177,20
4,2048,1024,100000,0.479685,0.307013,0.21824,0.164538,0.130672,0.0990946,0.0775247,0.0603723,0.0477489,0.0362685,0.0289229,0.0217008,0.0169386,0.0133972,0.0102599,0.0080245,0.00641211,0.00522929,0.00425838,0.00325883,3
1,2048,2048,100000,4.37E-08,0.00354833,1.55E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2,2048,2048,100000,2.29E-05,0.000399411,3.12E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3,2048,2048,100000,0.527829,0.443198,0.373369,0.320007,0.291122,0.253329,0.254531,0.246158,0.23033,0.204923,0.1923,0.192997,0.194235,0.189462,0.184378,0.178557,0.180727,0.175843,0.15854,0.17226,-1
4,2048,2048,100000,0.448525,0.275505,0.202192,0.153345,0.128643,0.106315,0.0877379,0.0762808,0.0694516,0.0646808,0.0605055,0.0575665,0.0527432,0.0491612,0.0472062,0.0445643,0.041156,0.0382452,0.036687,0.0355369,13
1,4096,128,100000,0.1587,0.0270699,0.00424167,0.000681074,0.000113217,1.86E-05,3.47E-06,5.89E-07,9.36E-08,1.70E-08,3.00E-09,4.73E-10,8.68E-11,1.51E-11,2.75E-12,4.47E-13,0,0,0,0,1
2,4096,128,100000,0.507034,0.33024,0.253404,0.190328,0.183326,0.152546,0.143955,0.153052,0.129591,0.105818,0.0911077,0.0868105,0.078793,0.0865034,0.0868571,0.0790238,0.0771619,0.0790311,0.0694381,0.0605749,2
3,4096,128,100000,0.500926,0.257716,0.131185,0.0779159,0.0399526,0.0202062,0.0106096,0.00512782,0.00267546,0.00156277,0.000812954,0.000434657,0.000252485,0.000129734,6.26E-05,3.29E-05,1.66E-05,8.96E-06,4.37E-06,2.26E-06,1
4,4096,128,100000,0.215534,0.0468752,0.0107255,0.0023807,0.000510687,0.000123963,2.77E-05,6.18E-06,1.39E-06,2.91E-07,6.66E-08,1.37E-08,3.12E-09,6.29E-10,1.50E-10,2.90E-11,6.94E-12,1.43E-12,2.73E-13,0,1
1,4096,256,100000,0.244944,0.0561407,0.0141703,0.00344928,0.00085126,0.000214074,5.19E-05,1.29E-05,3.30E-06,7.64E-07,1.99E-07,5.03E-08,1.17E-08,2.73E-09,6.21E-10,1.50E-10,3.72E-11,9.23E-12,2.19E-12,5.51E-13,2
2,4096,256,100000,0.42254,0.210315,0.10744,0.0563596,0.0278426,0.0153346,0.0078052,0.00358887,0.00180958,0.000879848,0.000450648,0.000256994,0.000120542,5.13E-05,2.45E-05,1.36E-05,1.05E-05,1.42E-05,2.81E-05,6.75E-05,-1
3,4096,256,100000,0.548611,0.358316,0.236691,0.163033,0.114924,0.0792134,0.0568328,0.0389359,0.0287823,0.0211956,0.0140347,0.0109982,0.00724349,0.00519787,0.00378443,0.00271067,0.00210691,0.00144224,0.000980096,0.000715304,2
4,4096,256,100000,0.315625,0.0969158,0.0331491,0.0110797,0.00373974,0.0011063,0.000347239,0.000108117,3.54E-05,1.25E-05,4.13E-06,1.29E-06,4.27E-07,1.36E-07,4.34E-08,1.44E-08,4.71E-09,1.50E-09,4.45E-10,1.30E-10,2
1,4096,512,100000,0.286163,0.0945275,0.0320237,0.011179,0.00358242,0.00115609,0.000375976,0.000124472,4.25E-05,1.44E-05,4.82E-06,1.57E-06,5.29E-07,1.71E-07,5.75E-08,1.83E-08,6.22E-09,2.01E-09,6.65E-10,2.21E-10,2
2,4096,512,100000,0.250063,0.0595787,0.0146542,0.0039822,0.000969024,0.000221194,4.78E-05,2.03E-05,3.97E-05,0.000150277,0.000704883,0.00337992,0.0211397,0.141923,0.92263,2.59329,1.39506,0.185156,0.0218337,0.00341202,-1
3,4096,512,100000,0.612288,0.437934,0.338888,0.292714,0.234079,0.209758,0.180828,0.147183,0.135107,0.113402,0.108383,0.0857055,0.0739786,0.0678503,0.0563331,0.0507063,0.0474777,0.0394282,0.0353135,0.0291425,3
4,4096,512,100000,0.366119,0.158947,0.0711647,0.0318053,0.0142939,0.00642572,0.00292144,0.00133484,0.000567803,0.00025913,0.000111209,4.88E-05,2.25E-05,1.05E-05,4.62E-06,2.08E-06,9.17E-07,4.07E-07,1.85E-07,8.18E-08,3
1,4096,1024,100000,0.361467,0.153545,0.0681165,0.0305355,0.014238,0.00637677,0.00285783,0.00128271,0.000587694,0.000265836,0.00011696,5.04E-05,2.28E-05,1.03E-05,4.49E-06,1.98E-06,8.77E-07,4.00E-07,1.78E-07,7.98E-08,3
2,4096,1024,100000,0.154668,0.0102891,0.000981659,7.29E-05,3.43E-05,0.000232846,0.00205211,0.020428,0.144728,1.94546,2.85094,0.214477,0.0137669,0.000756473,4.34E-05,1.16E-05,6.35E-05,0.00454762,0.000475672,5.18E-06,-1
3,4096,1024,100000,0.558155,0.445772,0.390954,0.337463,0.301995,0.260683,0.244035,0.224114,0.209028,0.194259,0.175855,0.174784,0.165821,0.157274,0.144588,0.132999,0.131767,0.128799,0.125651,0.122006,5
4,4096,1024,100000,0.480498,0.259036,0.158259,0.09305,0.0546274,0.0316901,0.0194601,0.0117235,0.00722204,0.0043285,0.00249828,0.00159632,0.000951409,0.000578027,0.00036012,0.000218773,0.000129608,7.70E-05,4.59E-05,2.66E-05,3
1,4096,2048,100000,0.341133,0.173031,0.0973723,0.0548358,0.030576,0.0178686,0.0104697,0.00620824,0.00363935,0.00219495,0.00132518,0.000763518,0.000451968,0.000260897,0.000150848,8.62E-05,4.99E-05,2.80E-05,1.61E-05,9.53E-06,3
2,4096,2048,100000,0.0516628,0.00213587,7.31E-05,2.43E-05,0.000184245,0.00539408,0.176508,6.61284,7.79E-06,0.415482,2.9932,0.0528506,0.0021994,6.46E-05,4.29E-06,1.01E-05,0.000504454,0.033489,2.22E-06,7.35E-05,-1
3,4096,2048,100000,0.562748,0.462929,0.399744,0.344096,0.323126,0.288227,0.270825,0.242551,0.252579,0.234855,0.217648,0.208008,0.185731,0.183497,0.18529,0.176541,0.175187,0.164337,0.160423,0.151518,23
4,4096,2048,100000,0.494461,0.312218,0.224536,0.168177,0.124884,0.0983195,0.0758018,0.0566228,0.0440104,0.03438,0.0276082,0.0213295,0.0167186,0.0131327,0.0105511,0.00808344,0.00649377,0.00507157,0.00389678,0.0030394,3
1,4096,4096,100000,1.06E-08,0.00387583,1.72E-12,9.67E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
